Name,Barcode,Reference,Salesprice,Stock
"Diamond disc Wurth Standard 125x22,23x12mm TB-12",5455269601256,063378W,0,37
"Diamond disc Wurth Standard 230x22,23x12mm TB-12",,063362W,0,78
"Cup brush Eco 65mm M14 knotted w.0,35 stainl.steel 000260833",4013349620224,081003B,52.859,0
Endless belt cloth AO 100x1000mm G180,5412605479894,113644B,8.2,0
Osborn adaptorset 7-parts 5565310032,,081004B,1.393,9
"Diamond disc Premium 400x25,40x10mm DUO 10-1",5412605279760,061784B,228.133,0
"Diamond disc Premium 450x25,40x10mm DUO 10-1",5412605279777,061785B,275.423,0
"Grinding wheel  Wurth 115x6,4x22,23 A24R metal depressed",,010116WI,0,0
"Cut-off wheel Wurth 115x2.5x22,23 A30R metal depressed",,010111WI,0,1125
"Cut-off wheel Wurth 230x3,0x22,23 A30R metal flat",,010114WI,0,3075
Flap disc Wurth/conic 125 GAZ040 Premium,,020147W,0,0
Flap disc Wurth/conic 125 GAZ060 Premium,,020148W,0,0
Flap disc Wurth/conic 125 GAZ080 Premium,,020149W,0,0
Flap disc Wurth/conic 125 GAZ120 Premium,,020166W,0,0
Package diamond disc Standard 2p 230 TB-10 + 1p 115 TB-10,5412605279784,063380B,0,0
Endless belt cloth AO 50x686mm G060,5412605478736,113645B,0,0
Endless belt cloth AO 50x686mm G100,5412605478743,113646B,0,0
"FOLDING BIKE RUN&BIKE BOGRA 20""",,063381B,0,0
"Diamond disc 230x2,0x22,23x10mm HGC",5412605271870,063382B,0,0
Shirt size 41,,HEMD41,0,80
Shirt size 43,,HEMD43,0,79
"Cut-off wheel Outilac 115x3x22,23 A30R metal flat 39601001",5412605031603,010541O,0,0
"Cut-off wheel Outilac 125x3x22,23 A30R metal flat 39601002",5412605031610,010542O,0,0
Flap disc Sadu/conic 115 GA040 Premium - pro 2,5412605392674,020330B,0,0
Flap disc Sadu/conic 115 GA060 Premium - pro 2,5412605392681,020331B,0,0
"Cut-off wheel Outilac 125x1,6x22,23 A46T stainl.steel flat",,010355O,0,0
Jigsaw blades 10 pieces  - orange box,5412605791330,100266B,0,0
Jigsaw blades X21022-XJ length 100mm rough wood,5412605791347,100251U,0,-196
Jigsaw blades X25502 length 100mm fine wood,5412605791354,100252U,0,64
Jigsaw blades x21032 wood length 100mm,5412605791361,100253U,0,214
Jigsaw blades X23002 wood length 70mm,5412605791378,100265U,0,451
Jigsaw blades X22012XJ  length 70mm fine metal - vrac not packed,5412605791385,100254U,0,-135
Jigsaw blades X22002 length 70mm rough metal,5412605791392,100255U,0,-27
Jigsaw blades T101B - vrac not packed,5412605791408,100256B1,0,-91
Jigsaw blades T101D - vrac not packed,5412605791415,100257B1,0,-77
Jigsaw blades T111C - vrac not packe,5412605791422,100258B1,0,-111
Jigsaw blades T144D - vrac not packed,5412605791439,100259B1,0,-67
Jigsaw blades T118A,5412605791446,100260B1,0,-225
Jigsaw blades T118B - not packed,5412605791453,100261B1,0,-213
Jigsaw blades T118AHM,5412605791460,100262B1,0,10
Diamond disc Premium HF 600x60mm-15x6.0mm-42 segm+spec. hole,5412605279791,063385B,40.653,0
Diamond disc Premium HF 800x60mm - 15x8.0mm - 56 segments,5412605279807,063386B,40.653,0
"Diamond disc Premium 300x15,88x10mm NTT-LW",5412605980109,063387B,0,1
"Diamond disc Premium 350x15,88x10mm NTT-LW",5412605980116,063388B,0,0
"Diamond disc Premium 400x15,88x10mm NTT-LW",5412605980126,063389B,0,0
"Diamond disc Premium 500x30,00x10mm NTT-LW",5412605980139,063390B,0,0
"Diamond disc Premium 550x30,00x10mm NTT-LW",5412605980146,063391B,0,0
Lot hole saws,8714892410602,120210B,0,87
Endless belt cloth ZC 50x1600mm G040 ZC-811-YY,5412605591763,113647B,6.9,0
Endless belt cloth ZC 50x1600mm G060 ZC-811-YY,5412605591770,113648B,5.75,0
Jigsaw blades X21202 length = 100mm wood pvc - vrac not packed,5412605791477,100250U,0,-114
Mesh disc         406mm G220,5412605591787,113649B,6.1,390
Mesh disc         406mm G320,5412605591794,113650B,6.094,0
"Grinding cup wheel Premium 115x22,23mm Beton-Jet",5412605980178,063392B,0,0
"Diamond disc Premium 350x25,4x10mm NTT-LW",5412605980185,063393B,0,0
"Diamond disc Premium 400x25,4x10mm NTT-LW",5412605980192,063394B,0,0
"Grinding cup wheel Premium 115x22,23mm Estrich-Jet",5412605980208,063395B,0,0
"Grinding cup wheel Premium 115x22,23mm Surface-Jet",5412605980222,063396B,0,0
"Grinding cup wheel Premium 115x22,23mm TC-Jet",5412605980239,063397B,0,0
"Grinding cup wheel Premium 125x22,23mm PKD-Jet",5412605980246,063398B,0,0
"Grinding cup wheel Premium 125x22,23mm Estrich-Jet Plus dry",5412605980253,063399B,0,0
"Grinding cup wheel Premium 125x22,23mm Thermo-Jet Plus dry",5412605980260,063400B,0,0
"Grinding cup wheel Premium 125x22,23mm Turbo-Jet",5412605980277,063401B,0,0
"Cup brush 65mm M14 knotted w.0,5 stainl.steel / Sadu",5412605740710,080084S,16.35,200
"Cup brush Sadu 80mm M14 knotted w.0,5 stainl.steel",5412605740727,080085S,28.75,59
Verdeelbeugel 40 cm grey,,S0059,0,62
Verdeelbeugel 40 cm chrome,,S0060,0,0
Steunen voor legvlak 370 alu 9006,,S0061,0,186
Quick Release Adapter big,5412605652587,120211B,0,11
Quick Release Adapter little,5412605652600,120212B,0,15
Display promo cutting discs,5412605910021,DISPLAY1,0,0
Belt floor S-joint 200x750 Alu Ox G024,5412605592005,110753N20,0,0
Belt floor S-joint 200x750 Alu Ox G040,5412605592012,110755N20,0,0
Belt floor S-joint 200x750 Alu Ox G060,5412605592029,110757N20,0,0
Belt floor S-joint 200x750 Alu Ox G080,5412605592036,110758N20,0,0
Belt floor S-joint 200x750 Alu Ox G100,5412605592043,110759N20,0,0
Belt floor S-joint 200x750 Alu Ox G120,5412605592050,110760N20,0,0
Belt floor S-joint 200x482 Alu Ox G040,5412605592067,110732N20,0,0
Belt floor S-joint 200x482 Alu Ox G060,5412605592074,110734N20,0,0
Belt floor S-joint 200x482 Alu Ox G080,5412605592081,110735N20,0,0
Belt floor S-joint 200x482 Alu Ox G100,5412605592098,110736N20,0,0
Belt floor S-joint 200x482 Alu Ox G120,5412605592104,110737N20,0,0
Belt floor S joint 200x551 Alu Ox G040,5412605592111,110740N20,0,0
Belt floor S joint 200x551 Alu Ox G060,5412605592128,110742N20,0,0
Belt floor S joint 200x551 Alu Ox G080,5412605592135,110743N20,0,0
Belt floor S joint 200x551 Alu Ox G100,5412605592142,110744N20,0,0
Belt floor S joint 200x551 Alu Ox G120,5412605592159,110745N20,0,0
Belt floor S joint 200x592 Alu Ox G036,5412605592166,113651N20,0,0
Belt floor S joint 200x592 Alu Ox G040,5412605592173,113652N20,0,0
Belt floor S joint 200x592 Alu Ox G060,5412605592180,113653N20,0,0
Belt floor S joint 200x592 Alu Ox G080,5412605592197,113654N20,0,0
Belt floor S-joint 200x750 SC G024,5412605592203,113655N20,0,0
Belt floor S-joint 200x750 SC G036,5412605592210,113656N20,0,0
Belt floor S-joint 200x750 SC G040,5412605592227,113657N20,0,0
Belt floor S-joint 200x750 SC G050,5412605592234,113658N20,0,0
Belt floor S-joint 200x750 SC G060,5412605592241,113659N20,0,0
Belt floor S-joint 200x750 SC G080,5412605592258,113660N20,0,0
Belt floor S-joint 200x750 SC G100,5412605592265,113661N20,0,0
Endless belt cloth S joint AO 100x610mm G060,5412605479900,110067N20,0,0
Endless belt cloth S joint AO 100x610mm G080,5412605479917,110068N20,0,0
Endless belt cloth S joint AO 100x610mm G100,5412605479924,110069N20,0,0
Endless belt cloth S joint AO 100x610mm G120,5412605479931,110070N20,0,0
Endless belt cloth S joint AO 100x610mm G040,5412605479948,110066N20,0,0
Disc felt 400x120 SC G016,5412605406029,113662N25,0,0
Disc felt 400x120 SC G024,5412605406036,113663N25,0,0
Disc felt 400x120 SC G040,5412605406043,113664N25,0,0
Disc felt 400x120 SC G060,5412605406050,113665N25,0,0
Disc felt 400x120 SC G080,5412605406067,113666N25,0,0
Disc felt 400x120 SC G100,5412605406074,113667N25,0,0
Disc felt 400x120 SC G120,5412605406081,113668N25,0,0
Disc felt 400x120 SC G180,5412605406098,113669N25,0,0
Quick grip disc silicon carbide 90mm G024 6+1 holes,5412605406104,113670N50,0,0
Quick grip disc silicon carbide 90mm G040 6+1 holes,5412605406111,113671N50,0,0
Quick grip disc silicon carbide 90mm G060 6+1 holes,5412605406128,113672N50,0,0
Quick grip disc silicon carbide 90mm G080 6+1 holes,5412605406135,113673N50,0,0
Quick grip disc silicon carbide 90mm G100 6+1 holes,5412605406142,113674N50,0,0
Quick grip disc silicon carbide 90mm G120 6+1 holes,5412605406159,113675N50,0,0
Quick grip disc silicon carbide 103mm G024 without holes,5412605406166,113676N50,0,0
Quick grip disc silicon carbide 103mm G036 without holes,5412605406173,113677N50,0,0
Quick grip disc silicon carbide 103mm G040 without holes,5412605406180,113678N50,0,0
Quick grip disc silicon carbide 103mm G060 without holes,5412605406197,113679N50,0,0
Mesh disc 406mm G040,5412605580439,113730N25,0,0
Quick grip disc silicon carbide 103mm G080 without holes,5412605406203,113680N50,0,0
Quick grip disc silicon carbide 103mm G100 without holes,5412605406210,113681N50,0,0
Quick grip disc silicon carbide 103mm G120 without holes,5412605406227,113682N50,0,0
Quick grip disc silicon carbide 103mm G150 without holes,5412605406241,113683N50,0,0
Quick grip disc silicon carbide 125mm G040 8 holes,5412605406258,113684N50,0,0
Mesh disc 406mm G120,5412605580446,110909N25,0,0
Quick grip disc silicon carbide 125mm G060 8 holes,5412605406265,113685N50,0,0
Quick grip disc silicon carbide 125mm G080 8 holes,5412605406272,113686N50,0,0
Quick grip disc silicon carbide 125mm G120 8 holes,5412605406289,113687N50,0,0
Quick grip disc silicon carbide 150mm G024 without holes,5412605406296,113688N50,0,0
Quick grip disc silicon carbide 150mm G036 without holes,5412605406302,113689N50,0,0
Quick grip disc silicon carbide 150mm G040 without holes,5412605406319,113690N50,0,0
Quick grip disc silicon carbide 150mm G060 without holes,5412605406326,113691N50,0,0
Quick grip disc silicon carbide 150mm G080 without holes,5412605406333,113692N50,0,0
Quick grip disc silicon carbide 150mm G100 without holes,5412605406340,113693N50,0,0
Disc double sided  425x40 SC G016 - 8 slits,5412605406517,113724N10,0,0
Quick grip disc silicon carbide 150mm G120 without holes,5412605406357,113694N50,0,0
Disc double sided  425x40 SC G024 -  8 slits,5412605406524,113725N10,0,0
Disc double sided  425x40 SC G036 - 6 slits,5412605406531,113726N10,0,0
Quick grip disc silicon carbide 150mm G024 17 holes,5412605406364,113695N50,0,0
Disc double sided  425x40 SC G040 - 8 slits,5412605406548,113727N10,0,0
Disc double sided  425x40 SC G060 - 8 slits,5412605406555,113728N10,0,0
Quick grip disc silicon carbide 150mm G036 17 holes,5412605406371,113696N50,0,0
Disc double sided  425x40 SC G080 - 8 slits,5412605406562,113729N10,0,0
Quick grip disc silicon carbide 150mm G040 17 holes,5412605406388,113697N50,0,0
Quick grip disc silicon carbide 150mm G060 17 holes,5412605406395,113698N50,0,0
Quick grip disc silicon carbide 150mm G080 17 holes,5412605406401,113699N50,0,0
Quick grip disc silicon carbide 150mm G100 17 holes,5412605406418,113700N50,0,0
Quick grip disc silicon carbide 150mm G120 17 holes,5412605406425,113701N50,0,0
Quick grip delta 80x80x80mm SC G036 Fein,5412605406579,113702N50,0,0
Quick grip delta 80x80x80mm SC G040 Fein,5412605406586,113703N50,0,0
Quick grip delta 80x80x80mm SC G060 Fein,5412605406593,113704N50,0,0
Quick grip disc AO 225mm G060 8+1 holes,5412605406609,113711N50,0,0
Quick grip disc AO 225mm G080 8+1 holes,5412605406616,113712N50,0,0
Quick grip disc AO 225mm G100 8+1 holes,5412605406623,113713N50,0,0
Quick grip disc AO 225mm G120 8+1 holes,5412605406630,113714N50,0,0
Quick grip disc AO 225mm G150 8+1 holes,5412605406647,113715N50,0,0
Quick grip disc AO 225mm G180 8+1 holes,5412605406654,113716N50,0,0
Disc abrasive paper SC 150x8mm G024 6 slits,5412605406661,113717N50,0,0
Disc abrasive paper SC 150x8mm G036 6 slits,5412605406678,113718N50,0,0
Disc abrasive paper SC 150x8mm G040 6 slits,5412605406685,113719N50,0,0
Disc abrasive paper SC 150x8mm G060 6 slits,5412605406692,113720N50,0,0
Disc abrasive paper SC 150x8mm G080 6 slits,5412605406708,113721N50,0,0
Disc abrasive paper SC 150x8mm G100 6 slits,5412605406715,113722N50,0,0
Disc abrasive paper SC 150x8mm G120 6 slits,5412605406722,113723N50,0,0
Quick grip delta 80x80x80mm SC G080 Fein,5412605406807,113705N50,0,0
Quick grip delta 80x80x80mm SC G100 Fein,5412605406814,113706N50,0,0
Quick grip delta 80x80x80mm SC G120 Fein,5412605406821,113707N50,0,0
Quick grip delta 94x94x94mm SC G040 Festo 6 holes,5412605406838,113708N50,0,0
Quick grip delta 94x94x94mm SC G060 Festo 6 holes,5412605406845,113709N50,0,0
Quick grip delta 94x94x94mm SC G080 Festo 6 holes,5412605406852,113710N50,0,0
Belt floor S joint 200x480 Alu Ox G024,5412605592272,110730N5,5.167,300
Belt floor S joint 200x480 Alu Ox G040,5412605592289,110732N5,5.167,880
Belt floor S joint 200x480 Alu Ox G060,5412605592296,110734N10,5.167,500
Belt floor S joint 200x480 Alu Ox G080,5412605592302,110735N10,5.167,1010
Belt floor S joint 200x480 Alu Ox G100,5412605592319,110736N10,5.167,660
Belt floor S joint 200x480 Alu Ox G120,5412605592326,110737N10,5.167,570
Belt floor S-joint 200x750 Alu Ox G080,5412605592333,110758N10,0,810
Belt floor S-joint 200x750 Alu Ox G120,5412605592340,110760N10,0,290
Belt floor S joint 200x551 Alu Ox G080,5412605592357,110743N10,0,250
Disc double sided  375 SC G024,5412605409099,110820N10,9.765,0
Disc double sided  406 SC G024,5412605409563,110828N10,11.158,0
Disc double sided  406 SC G040,5412605408573,110830N10,9.428,0
Endless belt cloth S joint AO 100x610mm G100,5412605479955,110069N10,2.393,0
Mesh disc 380mm G060,5412605580453,110900N10,5.7,0
Mesh disc 380mm G080,5412605580460,110901N10,0,0
Disc floor sand 178x22 SC G024,5412605409068,110802N50,0.993,1700
Disc floor sand 178x22 SC G040,5412605592364,110804N50,0.922,50
Disc floor sand 178x22 SC G080,5412605592371,110807N50,0.59,2000
Disc floor sand 178x22 SC G100,5412605592388,110808N50,0.552,1800
Quick grip disc E paper 225mm G150 18 holes Flex (Giraf),5412605409075,113731N50,1.05,0
Mesh sheet 300x450mm K060,5412605580477,113732N25,0,0
Mesh sheet 300x450mm K080,5412605580484,113733N25,0,0
Mesh sheet 300x450mm K100,5412605580491,113734N25,0,0
Mesh sheet 300x450mm K120,5412605580507,113735N25,0,0
Belt floor S-joint 200x750 Alu Ox G036,5412605592395,110754N20,6.597,0
Diamond disc Premium 400x90x10mm LW sandwich silence core,5412605981571,063402B,0,
"Diamond core drill wet 1/2""G 5mm (glass)",5412605981588,063403B,0,
"Diamond core drill wet 1/2""G 6mm (glass)",5412605981595,063404B,0,
Diamond tile drill dry M14 Liquid 6mm l=65mm,5412605273201,063405B,21.3,4
Diamond tile drill dry M14 Liquid 8mm l=65mm,5412605273218,063406B,27.7,359
Diamond tile drill dry M14 Liquid 10mm l=65mm,5412605273225,063407B,29.35,606
Diamond tile drill dry M14 Liquid 12mm l=65mm,5412605273232,063408B,30.9,270
Hole saw HSS bi-metal 14 mm,5412605652617,120001AP,6.05,41
Hole saw HSS bi-metal 16 mm,5412605652624,120002AP,6.05,92
Hole saw HSS bi-metal 17 mm,5412605652631,120003AP,6.05,73
Hole saw HSS bi-metal 19 mm,5412605652648,120004AP,6.05,82
Hole saw HSS bi-metal 20 mm,5412605652655,120005AP,6.05,130
Hole saw HSS bi-metal 21 mm,5412605652662,120006AP,6.269,171
Hole saw HSS bi-metal 22 mm,5412605652679,120007AP,6.269,222
Hole saw HSS bi-metal 24 mm,5412605652686,120008AP,6.5,120
Hole saw HSS bi-metal 25 mm,5412605652693,120009AP,6.5,210
Hole saw HSS bi-metal 27 mm,5412605652709,120010AP,6.75,157
Hole saw HSS bi-metal 29 mm,5412605652716,120011AP,7.148,115
Hole saw HSS bi-metal 30 mm,5412605652723,120012AP,7.15,257
Hole saw HSS bi-metal 32 mm,5412605652730,120013AP,7.6,237
Hole saw HSS bi-metal 33 mm,5412605652747,120014AP,7.8,78
Hole saw HSS bi-metal 35 mm,5412605652754,120015AP,8.25,338
Hole saw HSS bi-metal 37 mm,5412605652761,120016AP,8.65,54
Hole saw HSS bi-metal 38 mm,5412605652778,120017AP,8.65,144
Hole saw HSS bi-metal 40 mm,5412605652785,120018AP,9.1,278
Hole saw HSS bi-metal 41 mm,5412605652792,120019AP,9.1,112
Hole saw HSS bi-metal 43 mm,5412605652808,120020AP,9.551,130
Hole saw HSS bi-metal 44 mm,5412605652815,120021AP,9.55,193
Hole saw HSS bi-metal 46 mm,5412605652822,120022AP,10,103
Hole saw HSS bi-metal 48 mm,5412605652839,120023AP,10.388,198
Hole saw HSS bi-metal 51 mm,5412605652846,120024AP,10.85,145
Hole saw HSS bi-metal 52 mm,5412605652853,120025AP,10.85,113
Hole saw HSS bi-metal 54 mm,5412605652860,120026AP,11.05,102
Hole saw HSS bi-metal 57 mm,5412605652877,120027AP,11.5,99
Hole saw HSS bi-metal 59 mm,5412605652884,120028AP,11.85,50
Hole saw HSS bi-metal 60 mm,5412605652891,120029AP,11.9,325
Hole saw HSS bi-metal 64 mm,5412605652907,120030AP,12.662,182
Hole saw HSS bi-metal 65 mm,5412605652914,120031AP,12.9,123
Hole saw HSS bi-metal 67 mm,5412605652921,120032AP,13.4,333
Hole saw HSS bi-metal 68 mm,5412605652938,120033AP,13.5,619
Hole saw HSS bi-metal 70 mm,5412605652945,120034AP,13.85,334
Hole saw HSS bi-metal 73 mm,5412605652952,120035AP,14.45,281
Hole saw HSS bi-metal 76 mm,5412605652969,120036AP,15,280
Hole saw HSS bi-metal 79 mm,5412605652976,120037AP,15.65,188
Hole saw HSS bi-metal 80 mm,5412605652983,120164BP,15.93,325
Hole saw HSS bi-metal 83 mm,5412605652990,120038AP,16.4,234
Hole saw HSS bi-metal 86 mm,5412605653010,120039AP,16.994,174
Hole saw HSS bi-metal 89 mm,5412605653027,120040AP,17.6,99
Hole saw HSS bi-metal 92 mm,5412605653034,120041AP,18.175,136
Hole saw HSS bi-metal 95 mm,5412605653041,120042AP,18.701,71
Hole saw HSS bi-metal 98 mm,5412605653058,120043AP,19.7,70
Hole saw HSS bi-metal 102 mm,5412605653065,120044AP,20.2,239
Hole saw HSS bi-metal 105 mm,5412605653072,120045AP,21.75,143
Hole saw HSS bi-metal 108 mm,5412605653089,120046AP,23.6,64
Hole saw HSS bi-metal 111 mm,5412605653096,120047AP,24.75,159
Hole saw HSS bi-metal 114 mm,5412605653102,120048AP,25.775,92
Hole saw HSS bi-metal 121 mm,5412605653119,120049AP,27.608,130
Hole saw HSS bi-metal 127 mm,5412605653126,120050AP,29.25,306
Hole saw HSS bi-metal 133 mm,5412605653133,120051AP,32.425,134
Hole saw HSS bi-metal 140 mm,5412605653140,120052AP,34.772,88
Hole saw HSS bi-metal 146 mm,5412605653157,120053AP,36.1,52
Hole saw HSS bi-metal 152 mm,5412605653164,120054AP,38.45,145
Hole saw HSS bi-metal 160 mm,5412605653171,120155BP,43.978,94
Hole saw HSS bi-metal 168 mm,5412605653188,120156BP,45.998,47
Hole saw HSS bi-metal 210 mm,5412605653195,120157BP,56.9,38
Hole saw type M42 - cobalt - 14 mm,5412605653201,120191BP,8.226,66
Hole saw type M42 - cobalt - 16 mm,5412605653218,120192BP,8.226,92
Hole saw type M42 - cobalt - 17 mm,5412605653225,120193BP,8.226,34
Hole saw type M42 - cobalt - 19 mm,5412605653232,120194BP,8.25,10
Hole saw type M42 - cobalt - 20 mm,5412605653249,120195BP,8.226,32
Hole saw type M42 - cobalt - 21 mm,5412605653256,120196BP,8.226,49
Hole saw type M42 - cobalt - 22 mm,5412605653263,120197BP,8.226,14
Hole saw type M42 - cobalt - 24 mm,5412605653270,120198BP,8.226,14
Hole saw type M42 - cobalt - 25 mm,5412605653287,120199BP,8.25,96
Hole saw type M42 - cobalt - 27 mm,5412605653294,120200BP,8.226,87
Hole saw type M42 - cobalt - 29 mm,5412605653300,120201BP,8.226,59
Hole saw type M42 - cobalt - 32 mm,5412605653317,120202BP,8.226,51
Hole saw type M42 - cobalt - 30 mm,5412605653324,120170BP,8.25,37
Hole saw type M42 - cobalt - 35 mm,5412605653331,120171BP,9.5,137
Hole saw type M42 - cobalt - 38 mm,5412605653348,120172BP,9.95,60
Hole saw type M42 - cobalt - 40 mm,5412605653355,120173BP,10.45,66
Hole saw type M42 - cobalt - 41 mm,5412605653362,120174BP,10.45,59
Hole saw type M42 - cobalt - 44 mm,5412605653379,120175BP,10.983,53
Hole saw type M42 - cobalt - 46 mm,5412605653386,120203BP,10.983,2
Hole saw type M42 - cobalt - 48 mm,5412605653393,120204BP,10.983,7
Hole saw type M42 - cobalt - 51 mm,5412605653409,120176BP,12.475,103
Hole saw type M42 - cobalt - 54 mm,5412605653416,120177BP,12.718,74
Hole saw type M42 - cobalt - 57 mm,5412605653423,120205BP,13.016,50
Hole saw type M42 - cobalt - 60 mm,5412605653430,120178BP,13.7,107
Hole saw type M42 - cobalt - 64 mm,5412605653447,120179BP,14.567,76
Hole saw type M42 - cobalt - 65 mm,5412605653454,120180BP,14.836,85
Hole saw type M42 - cobalt - 67 mm,5412605653461,120181BP,15.4,28
Hole saw type M42 - cobalt - 68 mm,5412605653478,120182BP,15.5,107
Hole saw type M42 - cobalt - 70 mm,5412605653485,120183BP,15.916,44
Hole saw type M42 - cobalt - 73 mm,5412605653492,120184BP,16.583,88
Hole saw type M42 - cobalt - 76 mm,5412605653508,120185BP,17.263,74
Hole saw type M42 - cobalt - 79 mm,5412605653515,120186BP,18,156
Hole saw type M42 - cobalt - 83 mm,5412605653522,120187BP,18.869,100
